,alcohol,volatile acidity,density,chlorides,quality
0,-0.9154641512523696,2.188832919994,1.034992819633769,0.5699578170318237,5.0
1,-0.5800681143475447,3.0,0.7014863098405938,1.1979747043246598,5.0
2,-0.5800681143475447,2.553300261647701,0.7681876117992213,1.0266973714266134,5.0
3,-0.5800681143475447,-0.36243847158190146,1.1016941215923968,0.5414115948821493,6.0
4,-0.9154641512523696,2.188832919994,1.034992819633769,0.5699578170318237,5.0
5,-0.9154641512523696,1.9458546922248672,1.034992819633769,0.5414115948821493,5.0
6,-0.9154641512523696,1.5813873505711664,0.5680837059233014,0.3701342619841033,5.0
7,-0.4123700958951329,1.8851101352825836,-0.032228011704384475,0.25594937338540574,7.0
8,-0.8316151420261637,1.4598982366865996,0.7014863098405938,0.4843191505828005,7.0
9,0.00687495023589792,0.9739417811483329,1.034992819633769,0.4272267062834517,5.0
10,-1.0831621697047829,1.4598982366865996,0.4013304510267323,1.1694284821749854,5.0
11,0.00687495023589792,0.9739417811483329,1.034992819633769,0.4272267062834517,5.0
12,-0.49621910512133877,1.6725041859845917,-0.13227996464236297,0.9410587049775904,5.0
13,-1.1670111789309887,1.64213190751345,0.9015902157164767,1.6547142587194497,5.0
14,-1.0831621697047829,1.7028764644557335,1.3017980274683167,3.0,5.0
15,-1.0831621697047829,1.7028764644557335,1.3017980274683167,3.0,5.0
16,0.00687495023589792,-0.36243847158190146,0.7348369608199076,1.0266973714266134,7.0
17,-0.9993131604785754,1.3384091228020334,0.7014863098405938,3.0,5.0
18,-1.2508601881571946,1.520642793628883,0.9015902157164767,0.8554200385285672,4.0
19,-1.0831621697047829,-0.11946024381276803,0.7348369608199076,3.0,6.0
20,-0.9154641512523696,-0.7269058132356019,0.7014863098405938,0.5985040391814981,6.0
21,-0.663917123573752,0.3057516547832157,1.1683954235510243,0.74123514992987,5.0
22,-0.8316151420261637,0.5487298825523491,0.6347850078819661,1.4263444815220545,5.0
23,-0.9154641512523696,0.9131972242060494,0.7014863098405938,0.7983275942292188,5.0
24,-0.663917123573752,0.3664962117254991,0.7014863098405938,0.8268738163788932,6.0
25,-0.9993131604785754,0.3057516547832157,0.267927847109477,0.6841427056305213,5.0
26,-0.8316151420261637,0.4272407686677822,0.5013824039646738,0.6841427056305213,5.0
27,-0.8316151420261637,0.5487298825523491,0.6347850078819661,1.4263444815220545,5.0
28,-0.9154641512523696,2.2495774769362837,0.834888913757849,0.6841427056305213,5.0
29,-0.5800681143475447,1.8547378568114419,0.5680837059233014,0.74123514992987,6.0
30,-0.32852108666892704,2.0369715276382925,0.3679798000474185,0.9410587049775904,5.0
31,0.09072395946210379,2.0977160845805756,0.6347850078819661,1.3977982593723801,6.0
32,-0.5800681143475447,1.9154824137537254,0.6347850078819661,0.7697813720795444,5.0
33,-0.9154641512523696,1.6117596290423082,1.5352525843235134,0.4843191505828005,6.0
34,-1.0831621697047829,-0.11946024381276803,0.33462914906810465,1.3407058150730313,5.0
35,-0.7477661327999578,1.8547378568114419,1.3017980274683167,0.8554200385285672,6.0
36,0.258421977914517,1.5813873505711664,0.9349408666958275,0.8554200385285672,6.0
37,-0.663917123573752,0.24500709784093225,0.7014863098405938,0.28449559553508014,7.0
38,-0.5800681143475447,3.0,-0.23233191758030444,3.0,4.0
39,0.00687495023589792,0.670218996436916,1.034992819633769,0.5128653727324749,5.0
40,0.00687495023589792,0.670218996436916,1.034992819633769,0.5128653727324749,5.0
41,-0.9993131604785754,1.64213190751345,0.9682915176751414,0.912512482827916,4.0
42,0.00687495023589792,0.9131972242060494,0.7014863098405938,3.0,6.0
43,-0.16082306821651382,1.9458546922248672,0.7014863098405938,0.3701342619841033,5.0
44,-0.8316151420261637,2.0065992491671505,0.5013824039646738,-0.17224395885970972,5.0
45,2.1869491901172577,1.0954308950328997,-0.43243582345622444,-0.05805907026101235,4.0
46,-1.0831621697047829,3.0,0.7681876117992213,1.6547142587194497,5.0
47,-0.8316151420261637,-0.30169391463961837,0.7348369608199076,1.6261680365697753,5.0
48,-1.0831621697047829,0.3664962117254991,0.3679798000474185,0.28449559553508014,5.0
49,-1.0831621697047829,-0.18020480075505146,0.23457719613012612,0.5128653727324749,5.0
50,-1.0831621697047829,1.9458546922248672,0.8015382627785352,0.5128653727324749,5.0
51,-0.9154641512523696,1.0954308950328997,0.3012784980887908,0.3701342619841033,6.0
52,-0.9154641512523696,0.9739417811483329,0.267927847109477,0.3415880398344289,6.0
53,-0.9154641512523696,0.24500709784093225,0.7681876117992213,0.7126889277801957,5.0
54,-0.24467207744272118,1.0346863380906162,0.267927847109477,1.540529370120752,6.0
55,-0.8316151420261637,1.7028764644557335,1.034992819633769,0.7983275942292188,5.0
56,-0.7477661327999578,0.48798532561006563,0.8015382627785352,0.3986804841337777,5.0
57,-0.9154641512523696,1.7636210213980168,1.201746074530338,1.5690755922704265,5.0
58,-0.4123700958951329,1.520642793628883,0.9349408666958275,0.5699578170318237,5.0
59,-0.9154641512523696,0.3057516547832157,0.5013824039646738,0.5128653727324749,6.0
60,-1.0831621697047829,0.3664962117254991,1.1016941215923968,0.6555964834808469,5.0
61,-0.9993131604785754,2.1280883630517167,0.7014863098405938,1.683260480869124,5.0
62,-0.8316151420261637,1.0954308950328997,0.7014863098405938,0.8268738163788932,7.0
63,-0.5800681143475447,2.4014388692919924,0.6347850078819661,0.7126889277801957,5.0
64,0.3422709871407229,2.340694312349709,0.5013824039646738,0.8554200385285672,5.0
65,0.3422709871407229,2.340694312349709,0.5013824039646738,0.8554200385285672,5.0
66,-0.7477661327999578,1.0954308950328997,0.7014863098405938,0.6555964834808469,5.0
67,0.17457296868830965,2.2192051984651417,0.5013824039646738,0.5699578170318237,5.0
68,0.17457296868830965,-0.11946024381276803,0.7348369608199076,0.5128653727324749,5.0
69,0.00687495023589792,2.2192051984651417,0.5013824039646738,0.5128653727324749,6.0
70,-0.8316151420261637,1.7636210213980168,0.6681356588612799,0.5699578170318237,6.0
71,-0.8316151420261637,2.0065992491671505,0.5013824039646738,0.912512482827916,5.0
72,-0.8316151420261637,2.1280883630517167,0.46803175298535993,0.7983275942292188,5.0
73,-1.0831621697047829,2.0369715276382925,0.9682915176751414,0.7983275942292188,4.0
74,-0.7477661327999578,-0.11946024381276803,1.2350967255096519,1.0837898157259622,5.0
75,0.00687495023589792,0.4272407686677822,1.3017980274683167,1.0552435935762878,5.0
76,0.00687495023589792,0.4272407686677822,1.3017980274683167,1.0552435935762878,5.0
77,0.17457296868830965,2.7051616540034096,0.6347850078819661,1.3692520372227057,6.0
78,-0.32852108666892704,2.4925557047054174,0.3679798000474185,0.8554200385285672,5.0
79,-1.1670111789309887,1.733248742926875,0.834888913757849,0.6841427056305213,4.0
80,-1.0831621697047829,0.670218996436916,0.3679798000474185,0.3701342619841033,5.0
81,-0.9154641512523696,0.5487298825523491,0.9015902157164767,3.0,5.0
82,-1.1670111789309887,0.9739417811483329,0.7681876117992213,0.8554200385285672,5.0
83,-0.9154641512523696,2.0065992491671505,0.7348369608199076,3.0,5.0
84,-0.16082306821651382,-0.24094935769733491,0.4013304510267323,0.3701342619841033,6.0
85,-0.32852108666892704,1.27766456585975,0.46803175298535993,0.5699578170318237,5.0
86,-0.49621910512133877,0.9131972242060494,0.834888913757849,1.540529370120752,6.0
87,-0.7477661327999578,0.9131972242060494,0.6347850078819661,0.1703107069363826,5.0
88,-0.8316151420261637,0.3057516547832157,1.034992819633769,1.454890703671729,5.0
89,-1.2508601881571946,1.7028764644557335,1.034992819633769,0.5699578170318237,5.0
90,-0.8316151420261637,1.0954308950328997,0.5680837059233014,0.6555964834808469,5.0
91,-0.49621910512133877,0.9131972242060494,0.834888913757849,1.540529370120752,6.0
92,-0.5800681143475447,0.9131972242060494,0.834888913757849,1.540529370120752,5.0
93,-0.7477661327999578,0.9131972242060494,0.6347850078819661,0.1703107069363826,5.0
94,0.00687495023589792,3.0,-0.2990332195389321,-0.3149750696080817,4.0
95,2.019251171664846,1.5813873505711664,-0.4991371254148521,0.05612581833768522,6.0
96,0.17457296868830965,2.644417097061126,0.6014343569026522,1.3121595929233572,5.0
97,-1.0831621697047829,0.9739417811483329,0.5347330549439876,0.3986804841337777,5.0
98,-0.5800681143475447,3.0,0.6681356588612799,0.6555964834808469,5.0
99,-1.2508601881571946,1.2472922873886083,0.834888913757849,0.6841427056305213,6.0
100,-0.24467207744272118,1.64213190751345,0.834888913757849,0.7983275942292188,6.0
101,-0.07697405899030794,0.9739417811483329,0.4013304510267323,0.5414115948821493,6.0
102,-1.2508601881571946,1.2472922873886083,0.834888913757849,0.6841427056305213,6.0
103,-1.0831621697047829,1.429525958215458,0.6681356588612799,0.5985040391814981,5.0
104,-0.9154641512523696,0.9131972242060494,0.4346811020060461,0.3986804841337777,5.0
105,-1.0831621697047829,1.429525958215458,0.6681356588612799,0.5985040391814981,5.0
106,-0.9993131604785754,0.4272407686677822,0.8682395647371629,3.0,5.0
107,-0.9993131604785754,1.7636210213980168,0.7348369608199076,0.912512482827916,5.0
108,-0.7477661327999578,-0.05871568687048459,0.9682915176751414,0.9981511492769392,6.0
109,-0.9993131604785754,2.7051616540034096,0.7348369608199076,1.8830840359168446,5.0
110,-0.8316151420261637,1.3384091228020334,0.5680837059233014,1.3692520372227057,5.0
111,-0.5800681143475447,1.7028764644557335,0.5680837059233014,0.7983275942292188,5.0
112,-0.5800681143475447,1.5813873505711664,0.5680837059233014,0.8268738163788932,5.0
113,-0.663917123573752,-0.18020480075505146,1.3684993294269443,0.6841427056305213,6.0
114,-0.8316151420261637,1.3384091228020334,0.5680837059233014,1.3692520372227057,5.0
115,0.00687495023589792,0.3664962117254991,0.6347850078819661,0.9696049271272648,6.0
116,-0.4123700958951329,1.2169200089174665,1.034992819633769,0.5985040391814981,6.0
117,-0.9154641512523696,1.3384091228020334,0.7681876117992213,0.74123514992987,6.0
118,0.3422709871407229,1.27766456585975,0.5013824039646738,1.7974453694678214,6.0
119,-1.0831621697047829,2.1280883630517167,0.4013304510267323,1.1694284821749854,6.0
120,-1.2508601881571946,3.0,0.5013824039646738,3.0,5.0
121,0.3422709871407229,1.27766456585975,0.5013824039646738,1.7974453694678214,6.0
122,-1.0831621697047829,2.1584606415228587,1.1016941215923968,0.5414115948821493,5.0
123,-0.8316151420261637,2.2495774769362837,0.9682915176751414,0.6841427056305213,5.0
124,-0.8316151420261637,0.9739417811483329,0.4346811020060461,0.74123514992987,5.0
125,-0.9154641512523696,1.7028764644557335,1.2350967255096519,2.5681933675090294,5.0
126,0.3422709871407229,3.0,0.5680837059233014,0.7126889277801957,5.0
127,0.3422709871407229,3.0,0.5680837059233014,0.74123514992987,5.0
